Gene,Pos,Max,Min,Max_Sig,Min_Sig,WHO,Coll_2014,Freschi_2020
rpoBC,759611.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759612.0,0.00013697603,0.0,1.0,0.0,0,0,0
rpoBC,759613.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759614.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759615.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759616.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759617.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759618.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759619.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759620.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759621.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759622.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759623.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759624.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759625.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759626.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759627.0,0.0,-0.00261736,0.0,1.0,0,0,0
rpoBC,759628.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759629.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759630.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759631.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759632.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759633.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759634.0,0.0,-0.0077430466,0.0,1.0,0,0,0
rpoBC,759635.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759636.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759637.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759638.0,0.0,-0.014919704,0.0,1.0,0,0,0
rpoBC,rpoBC_0,0.0,-0.00035018648,0.0,0.0,0,0,0
rpoBC,759639.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759640.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759641.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759642.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759643.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759644.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759645.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759646.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759647.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759648.0,0.0,-0.012554998,0.0,1.0,0,0,0
rpoBC,rpoBC_1,0.0,-0.0051916176,0.0,1.0,0,0,0
rpoBC,rpoBC_2,0.0,-0.0061366456,0.0,1.0,0,0,0
rpoBC,rpoBC_3,0.002536362,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_4,0.000993116,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_5,0.008124648,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_6,0.0,-0.0017409467,0.0,0.0,0,0,0
rpoBC,rpoBC_7,0.0,-0.009270016,0.0,1.0,0,0,0
rpoBC,rpoBC_8,0.0,-0.011318126,0.0,1.0,0,0,0
rpoBC,rpoBC_9,0.0,-0.0074998257,0.0,1.0,0,0,0
rpoBC,rpoBC_10,0.0,-0.0016811513,0.0,1.0,0,0,0
rpoBC,rpoBC_11,0.0,-0.00448153,0.0,0.0,0,0,0
rpoBC,rpoBC_12,0.0022707868,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_13,0.0019577884,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_14,0.0,-0.0015493039,0.0,1.0,0,0,0
rpoBC,rpoBC_15,0.006984692,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_16,0.0,-0.0025222187,0.0,0.0,0,0,0
rpoBC,rpoBC_17,0.0050826706,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_18,0.0061873007,0.0,1.0,0.0,0,0,0
rpoBC,rpoBC_19,0.00091152545,0.0,0.0,0.0,0,0,0
rpoBC,rpoBC_20,0.0,-0.007922826,0.0,1.0,0,0,0
rpoBC,rpoBC_21,0.0,-0.00545127,0.0,1.0,0,0,0
rpoBC,759649.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759650.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759651.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759652.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759653.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759654.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759655.0,0.0075909668,0.0,1.0,0.0,0,0,0
rpoBC,759656.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759657.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759658.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759659.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759660.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759661.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759662.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759663.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759664.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759665.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759666.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759667.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759668.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759669.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759670.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759671.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759672.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759673.0,0.00063082296,0.0,1.0,0.0,0,0,0
rpoBC,759674.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759675.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759676.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759677.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759678.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759679.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759680.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759681.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759682.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759683.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759684.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759685.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759686.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759687.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759688.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759689.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759690.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759691.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759692.0,0.0018606458,0.0,0.0,0.0,0,0,0
rpoBC,759693.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759694.0,0.0003618189,0.0,0.0,0.0,0,0,0
rpoBC,759695.0,0.0,-0.00075146445,0.0,0.0,0,0,0
rpoBC,759696.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759697.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759698.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759699.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759700.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759701.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759702.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759703.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759704.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759705.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759706.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759707.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759708.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759709.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759710.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759711.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759712.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759713.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759714.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759715.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759716.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759717.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759718.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759719.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759720.0,0.0,-2.3561879e-05,0.0,0.0,0,0,0
rpoBC,759721.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759722.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759723.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759724.0,0.0,-0.032011595,0.0,1.0,0,0,0
rpoBC,759725.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759726.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759727.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759728.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759729.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759730.0,0.0,-0.0038304576,0.0,1.0,0,0,0
rpoBC,759731.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759732.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759733.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759734.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759735.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759736.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759737.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759738.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759739.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759740.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759741.0,0.0,-8.47996e-05,0.0,0.0,0,0,0
rpoBC,759742.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759743.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759744.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759745.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759746.0,0.029813373,0.0,1.0,0.0,0,0,0
rpoBC,759747.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759748.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759749.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759750.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759751.0,0.0,-0.02244404,0.0,1.0,0,0,0
rpoBC,759752.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759753.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759754.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759755.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759756.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759757.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759758.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759759.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759760.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759761.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759762.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759763.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759764.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759765.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759766.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759767.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759768.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759769.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759770.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759771.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759772.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759773.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759774.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759775.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759776.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759777.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759778.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759779.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759780.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759781.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759782.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759783.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759784.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759785.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759786.0,0.0016693044,0.0,1.0,0.0,0,0,0
rpoBC,759787.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759788.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759789.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759790.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759791.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759792.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759793.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759794.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759795.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759796.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759797.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759798.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759799.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759800.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759801.0,0.0,-0.007065039,0.0,0.0,0,0,0
rpoBC,759802.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759803.0,0.0,-0.0028575843,0.0,1.0,0,0,0
rpoBC,759804.0,0.0,-0.0016332123,0.0,0.0,0,0,0
rpoBC,759805.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759806.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759807.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759808.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759809.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759810.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759811.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759812.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759813.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759814.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759815.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759816.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759817.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759818.0,0.0,-2.2111693e-05,0.0,0.0,0,0,0
rpoBC,759819.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759820.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759821.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759822.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759823.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759824.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759825.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759826.0,0.0,0.0,0.0,0.0,0,0,0
rpoBC,759827.0,0.0,0.0,0.0,0.0,0,0,0
