Gene,Pos,Max,Min,Max_Sig,Min_Sig,WHO,Coll_2014,Freschi_2020
gyrBA,4998.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,4999.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5000.0,4.6438454e-06,0.0,0.0,0.0,0,0,0
gyrBA,5001.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5002.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5003.0,0.0005837857,0.0,1.0,0.0,0,0,0
gyrBA,5004.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5005.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5006.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5007.0,0.0,-0.0009947154,0.0,1.0,0,0,0
gyrBA,5008.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5009.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5010.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5011.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5012.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5013.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5014.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5015.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5016.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5017.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5018.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5019.0,0.0,-0.0023041891,0.0,1.0,0,0,0
gyrBA,5020.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5021.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5022.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5023.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5024.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5025.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5026.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5027.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5028.0,0.0,-0.0041905534,0.0,1.0,0,0,0
gyrBA,5029.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5030.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5031.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5032.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5033.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5034.0,0.0,-0.0053798584,0.0,1.0,0,0,0
gyrBA,5035.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5036.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5037.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5038.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5039.0,0.0,0.0,0.0,0.0,0,0,0
gyrBA,5040.0,0.0,0.0,0.0,0.0,0,0,0
